"overall","zgpa25","zgpa75","zlsat25","zlsat75","zpct_emp_grad","zpct_emp_9","zaccept","zsf_ratio","zbar_pass_pct","zover_under"
100,2.82461263239648,2.25005305593047,2.82485328597866,3.01369207140146,2.32696658282938,1.56728139927838,-2.50145525091718,-1.7022566820194,1.45222464253649,1.93112134022148
96,2.50899666304283,2.10354933009669,2.82485328597866,2.81900912105253,2.50441837822908,2.14615651304129,-2.10940172165648,-0.0358411592593621,1.34137312748778,1.81616147633381
96,2.73443664115258,2.25005305593047,2.64319069524048,2.6243261707036,2.62809690229554,1.94400964791773,-2.50145525091718,-1.82128636221655,0.516145182125145,2.36541415935267
93,1.74250073746966,1.07802324926023,2.82485328597866,2.6243261707036,2.67649284649546,2.32992639042633,-1.84803270214934,-2.2180519628737,1.25515528244989,1.72674824886562
93,2.68934864553063,2.17680119301358,2.09820292302595,2.23496027000574,2.61196492089557,2.26560693334157,-1.91337495702612,-1.38484420149368,1.53844248757438,0.487736382520748
89,1.65232474622576,1.51753442676157,2.27986551376413,2.23496027000574,2.62271957516221,2.19209898238755,-1.12926789850472,-1.30549108136225,1.24283844744448,1.71397493065588
88,1.47197276373796,2.10354933009669,1.7348777415496,1.84559436930787,2.73564344496202,2.28398392108007,-2.04405946677969,-0.63098956024509,1.27978895246072,1.7522948852851
84,2.10320470244527,1.37103070092779,2.09820292302595,1.84559436930787,1.98281764629664,1.46620796671661,-1.71734819239577,-1.06743172096796,1.55075932257979,2.0333078858994
84,2.14829269806722,1.59078628967846,1.7348777415496,1.65091141895894,2.12262815176307,1.72348579505568,-1.78269044727256,0.559307241726366,-0.0504292281238259,1.77784152170458
84,1.69741274184771,1.95704560426291,2.09820292302595,1.84559436930787,2.81630335196188,2.32992639042633,-1.91337495702612,-0.392930199850799,0.922600737303754,1.2541354751052
83,1.69741274184771,1.22452697509401,1.91654033228777,1.65091141895894,1.71932861676375,1.18136465676978,-1.32529466313507,0.44027756152922,1.00881858234164,1.4712818846708
81,1.51706075935991,1.22452697509401,1.37155256007324,1.84559436930787,2.01508160909658,1.76023977053268,-1.45597917288864,-1.86096292228226,1.14430376740118,0.0789901998090387
79,1.60723675060381,0.71176393467578,2.09820292302595,1.65091141895894,2.29470262002944,1.64997784410165,-1.12926789850472,-0.55163644011366,1.02113541734706,1.48405520288054
78,1.29162078125015,1.2977788380109,1.55321515081142,1.45622846861001,2.17102409596298,1.66835483184016,-1.1946101533815,0.281571321266359,0.762481882233393,1.21581552047598
76,1.0661808031404,1.15127511217712,1.55321515081142,1.45622846861001,1.21385986623128,1.33756905254707,-1.52132142776542,-0.591313000179375,1.0704027573687,0.38554983684282
75,1.65232474622576,1.73729001551224,1.55321515081142,1.65091141895894,0.789051022698671,0.970029297776977,-1.25995240825828,-0.670666120310806,0.257491647011485,2.09717447694811
74,1.1563567943843,1.2977788380109,1.37155256007324,1.45622846861001,2.12262815176307,1.76023977053268,-0.802556624120795,0.36092444139779,1.71087817765015,1.43296193004158
69,0.0291569038355291,0.71176393467578,1.37155256007324,1.26154551826108,0.434147431899276,0.37277719627557,-1.12926789850472,-0.869048920639382,1.04576908735788,-0.278662710063709
68,0.480036860055037,1.37103070092779,0.644902197120532,1.06686256791214,1.22999184763125,2.0083291050025,-0.671872114367227,0.122865081003498,1.31673945747695,0.641016201037639
67,1.02109280751845,1.37103070092779,0.463239606382355,1.06686256791214,1.39131166163098,0.630055024614638,-0.410503094860092,-0.710342680376521,1.27978895246072,-0.0359696640786305
67,1.60723675060381,1.44428256384468,1.55321515081142,1.26154551826108,0.600844573032325,0.0511799108517361,-1.25995240825828,-0.47228331998223,-0.0381123931184142,1.79061483991432
66,1.02109280751845,1.00477138634334,0.82656478785871,1.06686256791214,1.83762981369688,1.61322386862465,-0.149134075352956,1.39251500310639,-2.68623191928208,-2.36071357825148
66,0.795652829408694,2.0302974671798,0.463239606382355,0.872179617563213,0.918106873898451,1.38351152189334,-1.32529466313507,-0.948402040770812,1.43990780753108,1.66288165781692
66,1.42688476811601,0.785015797592672,0.463239606382355,0.482813716865349,1.40744364303095,1.00678327325399,-0.410503094860092,-1.38484420149368,1.40295730251484,-0.29143602827345
66,1.11126879876235,0.85826766050956,1.00822737859689,0.872179617563213,0.858956275431885,0.804636408130434,-0.671872114367227,-0.591313000179375,1.3660067974986,0.308909927584376
64,0.795652829408694,0.85826766050956,0.463239606382355,0.482813716865349,1.17084124916469,1.11704519968502,-0.21447633022974,-0.829372360573666,0.220541141995248,0.398323155052563
64,1.02109280751845,0.565260208842003,1.00822737859689,0.872179617563213,0.176035729499715,0.0236144292439792,-0.541187604613659,-0.353253639785084,1.30442262247154,0.50050970073049
63,1.42688476811601,1.2977788380109,1.00822737859689,1.06686256791214,0.315846234966144,0.795447914261181,-1.39063691801185,-1.46419732162511,0.910283902298343,0.602696246408417
62,1.51706075935991,1.66403815259535,0.463239606382355,0.872179617563213,0.928861528165099,1.12623369355427,-0.998583388751147,-0.47228331998223,0.0234717819086479,0.321683245794116
61,0.344772873189185,0.272252757174442,1.37155256007324,1.06686256791214,-0.108962608566466,-0.454187251957146,-1.65200593751899,-1.58322700182226,-1.02345919355141,0.768749383135049
60,0.61530084692089,0.638512071758891,1.00822737859689,0.677496667214281,0.380374160566034,0.170630331152017,-0.802556624120795,-0.750019240442236,-0.395300608275373,1.42018861183184
60,1.02109280751845,1.00477138634334,0.644902197120532,0.677496667214281,0.364242179166061,0.409531171752579,-1.06392564362793,-0.313577079719369,1.0704027573687,0.38554983684282
60,0.480036860055037,0.71176393467578,0.463239606382355,0.482813716865349,-0.189622515566328,0.262515269844541,0.177577199030964,-1.46419732162511,1.71087817765015,0.666562837457122
59,0.570212851298939,-0.167258420326898,0.82656478785871,0.677496667214281,0.477166048965869,-0.013139546233031,-0.21447633022974,-0.55163644011366,1.02113541734706,0.206723381906448
59,1.47197276373796,1.37103070092779,0.281577015644177,0.677496667214281,0.181413056633039,0.418719665621833,-0.737214369244011,0.400601001463505,0.368343162060195,-0.597995665307233
