"tier","zlsat75","zpct_emp_9","zaccept","zbar_pass_pct"
"Top",3.01369207140146,1.8153707337482,-2.47749394619825,1.02113541734706
"Top",2.81900912105253,2.06346006821801,-2.0674087505213,1.34014144398724
"Top",2.42964322035467,2.24722994560306,-2.41459051446897,0.92752747130592
"Top",2.42964322035467,2.32992639042633,-1.81053472339395,1.04823245435896
"Top",2.23496027000574,2.30236090881858,-1.69634894807818,1.13198693239577
"Top",2.23496027000574,2.22885295786456,-1.03689926565875,1.07286612436979
"Top",2.0402773196568,2.32992639042633,-1.96153750466141,0.87826013128427
"Top",1.84559436930787,2.35749187203409,-1.93243311491633,1.23298497944015
"Top",1.65091141895894,1.51215043606287,-1.9237009210344,0.131859929956278
"Top",1.84559436930787,1.42026549737034,-1.84628641927957,1.168937437412
"Top",1.84559436930787,1.37432302802408,-1.32294904346116,0.94723440731458
"Top",2.0402773196568,1.30081507707006,-1.3716559188699,1.23298497944015
"Top",1.26154551826108,1.30081507707006,-1.13373465388247,0.676264037195506
"Top",1.65091141895894,1.16298766903128,-1.06392564362793,0.484121411111074
"Top",1.45622846861001,0.90570984069221,-1.11272950523873,0.760018515232311
"Top",1.65091141895894,0.510604604314357,-1.24980215480075,0.250101546008237
"Top",1.65091141895894,0.262515269844541,-0.865202717728938,1.18618100641958
"Other",1.26154551826108,0.308457739190803,-1.50324509475592,0.99650174733623
"Other",1.06686256791214,0.63924351848389,-0.997437033379505,1.29703252146829
"Other",1.26154551826108,1.77861675827119,-0.375180527699141,0.542010535636512
"Other",1.26154551826108,0.326834726929308,-1.0778103180335,1.62219696561118
"Other",1.26154551826108,0.0695568985902412,-1.17807124260486,0.138018347458984
"Other",1.06686256791214,1.31919206480857,-1.48513404605984,1.27855726896017
"Other",0.872179617563213,1.2548726077238,-1.16021302530926,0.218077774994164
"Other",0.872179617563213,0.6759974939609,-1.37931857242817,1.01497699984435
"Other",0.872179617563213,0.547358579791365,-1.25475302441067,0.910283902298343
"Other",1.06686256791214,-0.325548337787613,-0.834486522088316,0.925064104304838
"Other",0.482813716865349,0.519793098183609,0.309581754324398,1.16770575391146
"Other",0.677496667214281,-0.637957129342195,0.350458975093268,0.213151040992
"Other",0.677496667214281,0.400342677883327,-0.913500733580457,0.971868077325405
"Other",0.677496667214281,0.087933886328745,-0.533199053292076,0.0345569334135195
"Other",0.288130766516417,0.0419914169824829,-0.120611662281736,0.905357168296177
"Other",0.482813716865349,0.060368404720988,-0.167834720936671,0.289515418025556
"Other",0.482813716865349,0.0787453924594931,-0.203549237079274,1.71087817765015
"Other",0.677496667214281,0.4830391227066,-0.125375540654023,0.396671882572644
