"tier","zlsat75","zpct_emp_9","zaccept","zbar_pass_pct"
"Top",3.01369207140146,1.56728139927838,-2.50145525091718,1.45222464253649
"Top",2.81900912105253,2.14615651304129,-2.10940172165648,1.34137312748778
"Top",2.6243261707036,1.94400964791773,-2.50145525091718,0.516145182125145
"Top",2.6243261707036,2.32992639042633,-1.84803270214934,1.25515528244989
"Top",2.23496027000574,2.26560693334157,-1.91337495702612,1.53844248757438
"Top",2.23496027000574,2.19209898238755,-1.12926789850472,1.24283844744448
"Top",1.84559436930787,2.28398392108007,-2.04405946677969,1.27978895246072
"Top",1.84559436930787,1.46620796671661,-1.71734819239577,1.55075932257979
"Top",1.65091141895894,1.72348579505568,-1.78269044727256,-0.0504292281238259
"Top",1.84559436930787,2.32992639042633,-1.91337495702612,0.922600737303754
"Top",1.65091141895894,1.18136465676978,-1.32529466313507,1.00881858234164
"Top",1.84559436930787,1.76023977053268,-1.45597917288864,1.14430376740118
"Top",1.65091141895894,1.64997784410165,-1.12926789850472,1.02113541734706
"Top",1.45622846861001,1.66835483184016,-1.1946101533815,0.762481882233393
"Top",1.45622846861001,1.33756905254707,-1.52132142776542,1.0704027573687
"Top",1.65091141895894,0.970029297776977,-1.25995240825828,0.257491647011485
"Other",1.45622846861001,1.76023977053268,-0.802556624120795,1.71087817765015
"Other",1.26154551826108,0.37277719627557,-1.12926789850472,1.04576908735788
"Other",1.06686256791214,2.0083291050025,-0.671872114367227,1.31673945747695
"Other",1.06686256791214,0.630055024614638,-0.410503094860092,1.27978895246072
"Other",1.26154551826108,0.0511799108517361,-1.25995240825828,-0.0381123931184142
"Other",1.06686256791214,1.61322386862465,-0.149134075352956,-2.68623191928208
"Other",0.872179617563213,1.38351152189334,-1.32529466313507,1.43990780753108
"Other",0.482813716865349,1.00678327325399,-0.410503094860092,1.40295730251484
"Other",0.872179617563213,0.804636408130434,-0.671872114367227,1.3660067974986
"Other",0.482813716865349,1.11704519968502,-0.21447633022974,0.220541141995248
"Other",0.872179617563213,0.0236144292439792,-0.541187604613659,1.30442262247154
"Other",1.06686256791214,0.795447914261181,-1.39063691801185,0.910283902298343
"Other",0.872179617563213,1.12623369355427,-0.998583388751147,0.0234717819086479
"Other",1.06686256791214,-0.454187251957146,-1.65200593751899,-1.02345919355141
"Other",0.677496667214281,0.170630331152017,-0.802556624120795,-0.395300608275373
"Other",0.677496667214281,0.409531171752579,-1.06392564362793,1.0704027573687
"Other",0.482813716865349,0.262515269844541,0.177577199030964,1.71087817765015
"Other",0.677496667214281,-0.013139546233031,-0.21447633022974,1.02113541734706
"Other",0.677496667214281,0.418719665621833,-0.737214369244011,0.368343162060195
"Other",0.872179617563213,-0.31635984391836,-0.802556624120795,0.553095687141382
"Other",0.482813716865349,0.813824901999686,0.961684257552372,1.20588794242824
"Other",0.288130766516417,0.731128457176414,0.177577199030964,1.05808592236329
"Other",0.482813716865349,0.345211714667814,-0.475845349736875,-0.592369968361973
"Other",0.482813716865349,0.620866530745386,-0.0184495655993876,0.380659997065609
"Other",0.482813716865349,0.657620506222395,-0.345160839983308,-0.161280743172538
"Other",0.482813716865349,0.262515269844541,-0.606529859490443,0.861016562276692
"Other",0.482813716865349,-0.08664749718705,-0.541187604613659,0.466877842103496
"Other",0.0934478161674853,0.574924061399124,-0.21447633022974,0.479194677108908
"Other",0.482813716865349,-0.739030561903971,-0.279818585106524,-0.801756163453985
"Other",0.482813716865349,0.823013395868938,-0.0837918204761716,0.429927337087257
"Other",0.0934478161674853,0.115499367936503,0.896342002675588,0.13432329695736
"Other",0.288130766516417,-0.362302313264622,-0.0184495655993876,-0.3213995982429
"Other",0.482813716865349,-0.858480982204253,0.373603963661316,-1.36833057370296
"Other",0.0934478161674853,0.859767371345948,-0.410503094860092,0.28212531702231
"Other",0.482813716865349,-0.592014659995933,0.242919453907748,-2.43989521917384
"Other",0.288130766516417,-0.628768635472943,-0.0837918204761716,-0.641637308383622
"Other",0.288130766516417,-0.132589966533312,-0.345160839983308,0.479194677108908
"Other",0.288130766516417,0.014425935374726,-0.867898878997579,-0.924924513508109
"Other",-0.101235134181447,0.400342677883327,-0.475845349736875,1.00881858234164
"Other",0.288130766516417,0.207384306629027,-1.12926789850472,1.34137312748778
"Other",-0.101235134181447,0.630055024614638,-1.25995240825828,1.02113541734706
"Other",-0.295918084530378,0.455473641098841,1.35373778681308,0.0727391219302983
"Other",0.288130766516417,-0.08664749718705,-0.933241133874363,0.13432329695736
"Other",0.0934478161674853,-2.24594355646137,0.11223494415418,-1.46686525374625
"Other",0.0934478161674853,0.565735567529871,-0.345160839983308,0.257491647011485
"Other",-0.101235134181447,0.63924351848389,0.11223494415418,0.885650232287517
"Other",-0.295918084530378,0.556547073660619,0.177577199030964,0.208224306989834
"Other",-0.101235134181447,-1.07900483506631,0.4389462185381,-0.222864918199601
"Other",-0.49060103487931,1.15379917516203,0.76565749292202,0.503828347119733
"Other",-0.101235134181447,-0.105024484925555,0.242919453907748,-0.555419463345736
"Other",-0.295918084530378,-0.628768635472943,0.961684257552372,1.18125427241742
"Other",0.0934478161674853,0.4830391227066,0.634972983168452,0.220541141995248
"Other",0.0934478161674853,-0.040705027840788,-0.802556624120795,-1.31906323368131
"Other",-0.49060103487931,0.859767371345948,-0.279818585106524,0.245174812006071
"Other",-0.49060103487931,-1.01468537798154,0.177577199030964,-1.41759791372461
"Other",-0.101235134181447,-1.77733036912949,-0.0837918204761716,1.00881858234164
"Other",-0.685283985228242,0.427908159491084,-0.21447633022974,-0.0873797331400629
"Other",0.0934478161674853,-1.06062784732781,-0.0184495655993876,-1.36833057370296
"Other",0.0934478161674853,-1.15251278602033,-0.0184495655993876,-0.17359757817795
"Other",-0.685283985228242,0.721939963307162,0.830999747798804,-0.0504292281238259
"Other",0.288130766516417,-0.92280043928902,0.308261708784532,-0.17359757817795
"Other",-0.295918084530378,-0.242851892964341,0.373603963661316,0.811749222255044
"Other",-0.295918084530378,-0.389867794872379,0.961684257552372,0.848699727271281
"Other",-0.295918084530378,-0.637957129342195,0.308261708784532,0.269808482016896
"Other",-0.101235134181447,-0.31635984391836,-0.21447633022974,-0.715538318416097
"Other",-0.295918084530378,-0.399056288741633,-0.0837918204761716,0.183590636979009
"Other",-0.295918084530378,-0.233663399095089,0.830999747798804,0.356026327054784
"Other",-0.295918084530378,-0.00395105236377912,-0.606529859490443,-0.432251113291612
"Other",-0.295918084530378,-0.803350018988738,0.4389462185381,-1.04809286356223
"Other",-0.49060103487931,0.63924351848389,-0.933241133874363,-0.0996965681454763
"Other",0.288130766516417,-1.48329856531342,-0.606529859490443,0.269808482016896
"Other",-0.295918084530378,-0.628768635472943,-0.21447633022974,-1.93490498395193
"Other",-0.49060103487931,-0.389867794872379,0.961684257552372,0.639313532179269
"Other",-0.685283985228242,-0.040705027840788,0.569630728291668,-0.382983773269962
"Other",-0.685283985228242,-0.454187251957146,0.569630728291668,-0.0627460631292394
"Other",-0.49060103487931,0.455473641098841,0.0468926892773964,-0.296765928232074
"Other",-0.295918084530378,-0.766596043511729,0.242919453907748,0.0604222869248848
"Other",0.0934478161674853,-0.518506709041914,1.28839553193629,-0.604686803367385
"Other",-0.49060103487931,0.832201889738191,0.961684257552372,-1.56539993378955
"Other",-0.49060103487931,-1.36384814501314,-0.279818585106524,-0.617003638372798
"Other",-0.101235134181447,-1.41897910822865,0.177577199030964,-1.75015245887074
"Other",-0.685283985228242,0.813824901999686,1.48442229656664,-0.727855153421509
"Other",-0.879966935577174,0.0419914169824829,-0.21447633022974,0.577729357152207
"Other",-0.685283985228242,0.363588702406317,0.634972983168452,-0.17359757817795
"Other",-0.879966935577174,0.133876355675007,0.4389462185381,-1.13431070860012
"Other",-0.49060103487931,0.501416110445103,-1.32529466313507,-0.161280743172538
"Other",-1.07464988592611,-0.0774590033177981,1.74579131607378,-0.530785793334911
"Other",-0.49060103487931,-0.555260684518924,-0.345160839983308,-0.284449093226663
"Other",-1.07464988592611,0.060368404720988,1.680449061197,1.71087817765015
"Other",-0.685283985228242,-0.08664749718705,0.242919453907748,0.380659997065609
"Other",-0.101235134181447,-0.876857969942757,0.11223494415418,-0.949558183518932
"Other",-0.685283985228242,-0.288794362310603,0.504288473414884,-0.851023503475633
"Other",-1.07464988592611,0.547358579791365,0.308261708784532,-0.136647073161713
"Other",-1.07464988592611,0.032802923113231,1.28839553193629,0.79943238724963
"Other",-1.07464988592611,-0.527695202911165,-0.410503094860092,-2.29209319910889
"Other",-0.685283985228242,-1.03306236572005,0.569630728291668,0.171273801973597
"Other",-1.26933283627504,-0.187720929748827,1.61510680632021,-1.55308309878414
"Other",-0.49060103487931,-1.45573308370566,-0.475845349736875,-0.851023503475633
"Other",-0.49060103487931,0.271703763713793,2.00716033558092,1.03345225235247
"Other",-0.685283985228242,-1.55680651626744,0.896342002675588,-0.481518453313261
"Other",-0.49060103487931,0.10631087406725,0.634972983168452,-0.0257955581130007
"Other",-1.07464988592611,-0.35311381939537,0.700315238045236,-0.481518453313261
"Other",-1.07464988592611,0.032802923113231,0.896342002675588,0.08505595693571
"Other",-0.685283985228242,-0.0590820155792931,0.634972983168452,0.0973727919411235
"Other",-1.07464988592611,0.290080751452298,1.61510680632021,-0.678587813399861
"Other",-1.07464988592611,-1.20764374923584,1.15771102218272,0.146640131962772
"Other",-1.07464988592611,-0.601203153865186,0.896342002675588,-0.432251113291612
"Other",-1.26933283627504,-0.35311381939537,0.76565749292202,-0.148963908167125
"Other",-0.879966935577174,-0.564449178388176,1.74579131607378,-2.39062787915219
"Other",-0.879966935577174,0.10631087406725,1.09236876730594,0.0234717819086479
"Other",-0.49060103487931,-2.38377096450015,0.308261708784532,-1.28211272866507
"Other",-0.879966935577174,-0.343925325526117,0.504288473414884,0.614679862168444
"Other",-0.879966935577174,-1.06062784732781,0.177577199030964,-0.727855153421509
"Other",-1.26933283627504,-1.2168322431051,0.569630728291668,-0.456884783302436
"Other",-1.07464988592611,-0.867669476073505,0.569630728291668,-0.481518453313261
"Other",-1.07464988592611,-0.6563341170807,1.15771102218272,-0.284449093226663
"Other",-1.26933283627504,0.170630331152017,0.896342002675588,-0.617003638372798
"Other",-1.26933283627504,-0.996308390243039,0.504288473414884,0.688580872200919
"Other",-0.685283985228242,-1.2352092308436,0.700315238045236,-2.61233090924961
"Other",-1.07464988592611,-0.803350018988738,1.22305327705951,-2.0088059939844
"Other",-0.49060103487931,-0.821727006727243,1.680449061197,0.122006461951947
"Other",-1.26933283627504,-0.297982856179855,0.896342002675588,-0.77712249344316
"Other",-1.46401578662397,-1.74057639365248,0.961684257552372,-0.838706668470222
"Other",-1.6586987369729,0.124687861805755,0.4389462185381,-1.25747905865424
"Other",-0.879966935577174,-2.21837807485361,0.896342002675588,-1.47918208875167
"Other",-0.685283985228242,-0.509318215172662,0.242919453907748,0.232857977000659
"Other",-1.26933283627504,-0.977931402504534,0.896342002675588,-0.185914413183364
"Other",-0.879966935577174,0.00523744150547407,1.61510680632021,0.331392657043958
"Other",-1.07464988592611,-0.224474905225836,1.48442229656664,-0.296765928232074
"Other",-1.6586987369729,0.501416110445103,0.11223494415418,0.516145182125145
"Other",-1.85338168732183,0.33602322079856,0.700315238045236,-0.900290843497284
"Other",-1.6586987369729,1.05272574260025,2.26852935508805,1.39064046750943
"Other",-1.85338168732183,0.602489543006881,2.26852935508805,-0.493835288318674
"Other",-1.26933283627504,-0.555260684518924,1.87647582582735,0.0234717819086479
"Other",-1.46401578662397,0.519793098183609,1.22305327705951,0.245174812006071
"Other",-1.85338168732183,0.685185987830152,2.4645561197184,0.343709492049372
"Other",-0.879966935577174,-1.52005254079043,-0.475845349736875,0.0727391219302983
